shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10002,43.449090,-80.443224,320002
10002,43.448576,-80.442957,320003
10002,43.448549,-80.443069,320004
10002,43.448524,-80.443415,320005
10002,43.448465,-80.444243,320006
10002,43.448682,-80.444365,320007
10002,43.448916,-80.444425,320008
10002,43.448952,-80.444088,320009
10006,43.449210,-80.492845,10001
10006,43.449277,-80.493005,10002
10006,43.449441,-80.493387,10003
10006,43.449566,-80.493324,10004
10006,43.449764,-80.493223,10005
10006,43.450069,-80.493072,10006
10006,43.449448,-80.491113,10007
10006,43.449294,-80.490755,10008
10006,43.448921,-80.490017,10009
10006,43.448739,-80.489524,10010
10006,43.448356,-80.488341,10011
10006,43.448633,-80.488054,10012
10006,43.448777,-80.487942,10013
10006,43.449172,-80.487667,10014
10006,43.449693,-80.487353,10015
10006,43.449709,-80.487342,10016
10006,43.449709,-80.487342,20001
10006,43.450321,-80.486940,20002
10006,43.450869,-80.486503,20003
10006,43.451220,-80.486222,20004
10006,43.451220,-80.486222,30001
10006,43.451353,-80.486116,30002
10006,43.450598,-80.484503,30003
10006,43.450503,-80.484294,30004
10006,43.450503,-80.484294,40001
10006,43.449307,-80.481659,40002
10006,43.449540,-80.481459,40003
10006,43.449752,-80.480859,40004
10006,43.449752,-80.480859,50001
10006,43.450109,-80.479848,50002
10006,43.450278,-80.479340,50003
10006,43.450395,-80.479001,50004
10006,43.450395,-80.479001,60001
10006,43.450669,-80.478212,60002
10006,43.451036,-80.477175,60003
10006,43.451036,-80.477175,70001
10006,43.451060,-80.477108,70002
10006,43.451433,-80.475980,70003
10006,43.451558,-80.475633,70004
10006,43.451824,-80.474852,70005
10006,43.451934,-80.474530,70006
10006,43.451934,-80.474530,80001
10006,43.452188,-80.473786,80002
10006,43.452562,-80.472720,80003
10006,43.452696,-80.472316,80004
10006,43.452696,-80.472316,90001
10006,43.452908,-80.471679,90002
10006,43.453313,-80.470466,90003
10006,43.453313,-80.470466,100001
10006,43.453343,-80.470377,100002
10006,43.453734,-80.469224,100003
10006,43.453980,-80.468509,100004
10006,43.453980,-80.468509,110001
10006,43.454045,-80.468319,110002
10006,43.454222,-80.467749,110003
10006,43.454294,-80.467549,110004
10006,43.454294,-80.467549,120001
10006,43.454525,-80.466906,120002
10006,43.453819,-80.466146,120003
10006,43.453122,-80.465386,120004
10006,43.452574,-80.464789,120005
10006,43.452574,-80.464789,130001
10006,43.452425,-80.464625,130002
10006,43.453011,-80.462964,130003
10006,43.453358,-80.461972,130004
10006,43.453636,-80.462266,130005
10006,43.453636,-80.462266,140001
10006,43.454064,-80.462720,140002
10006,43.454761,-80.463455,140003
10006,43.455169,-80.462278,140004
10006,43.455866,-80.463038,140005
10006,43.456000,-80.462678,140006
10006,43.456109,-80.462489,140007
10006,43.456109,-80.462489,150001
10006,43.456214,-80.462305,150002
10006,43.456357,-80.462131,150003
10006,43.456617,-80.461881,150004
10006,43.456761,-80.461781,150005
10006,43.457012,-80.461532,150006
10006,43.457235,-80.461221,150007
10006,43.457280,-80.461139,150008
10006,43.457280,-80.461139,160001
10006,43.457396,-80.460923,160002
10006,43.457556,-80.460489,160003
10006,43.457867,-80.459497,160004
10006,43.458337,-80.457973,160005
10006,43.458370,-80.457859,160006
10006,43.458370,-80.457859,170001
10006,43.458443,-80.457613,170002
10006,43.458505,-80.457489,170003
10006,43.458649,-80.457401,170004
10006,43.458784,-80.457400,170005
10006,43.458830,-80.455681,170006
10006,43.458792,-80.455224,170007
10006,43.458672,-80.454669,170008
10006,43.458533,-80.454136,170009
10006,43.458533,-80.454136,180001
10006,43.458369,-80.453510,180002
10006,43.457663,-80.450748,180003
10006,43.457566,-80.450383,180004
10006,43.457566,-80.450383,190001
10006,43.457479,-80.450057,190002
10006,43.457241,-80.449206,190003
10006,43.457537,-80.448981,190004
10006,43.457725,-80.448757,190005
10006,43.457832,-80.448546,190006
10006,43.457911,-80.448326,190007
10006,43.457911,-80.448326,200001
10006,43.457974,-80.448149,200002
10006,43.458019,-80.447988,200003
10006,43.458329,-80.447083,200004
10006,43.458628,-80.447290,200005
10006,43.458719,-80.447388,200006
10006,43.458719,-80.447388,210001
10006,43.459542,-80.448271,210002
10006,43.460100,-80.448880,210003
10006,43.460100,-80.448880,220001
10006,43.460103,-80.448884,220002
10006,43.460257,-80.449006,220003
10006,43.460585,-80.448039,220004
10006,43.461100,-80.446513,220005
10006,43.461257,-80.446055,220006
10006,43.461257,-80.446055,230001
10006,43.461491,-80.445373,230002
10006,43.461695,-80.444777,230003
10006,43.461765,-80.444418,230004
10006,43.461773,-80.444134,230005
10006,43.461708,-80.443727,230006
10006,43.461617,-80.443505,230007
10006,43.461489,-80.443271,230008
10006,43.461381,-80.443149,230009
10006,43.461236,-80.443026,230010
10006,43.460257,-80.442355,230011
10006,43.460257,-80.442355,240001
10006,43.460007,-80.442185,240002
10006,43.460831,-80.439772,240003
10006,43.460831,-80.439772,250001
10006,43.460931,-80.439481,250002
10006,43.460966,-80.439407,250003
10006,43.461029,-80.439283,250004
10006,43.461404,-80.438612,250005
10006,43.461573,-80.438264,250006
10006,43.461706,-80.437855,250007
10006,43.461776,-80.437508,250008
10006,43.461800,-80.437304,250009
10006,43.461800,-80.437304,260001
10006,43.461837,-80.436976,260002
10006,43.461584,-80.436904,260003
10006,43.461332,-80.436808,260004
10006,43.460953,-80.436626,260005
10006,43.460718,-80.436504,260006
10006,43.460465,-80.436321,260007
10006,43.460248,-80.436150,260008
10006,43.460094,-80.436003,260009
10006,43.459859,-80.435758,260010
10006,43.459469,-80.435317,260011
10006,43.459317,-80.435161,260012
10006,43.459317,-80.435161,270001
10006,43.458836,-80.434668,270002
10006,43.458573,-80.434373,270003
10006,43.458256,-80.434018,270004
10006,43.458075,-80.433785,270005
10006,43.457948,-80.433600,270006
10006,43.457821,-80.433391,270007
10006,43.457703,-80.433158,270008
10006,43.457584,-80.432850,270009
10006,43.457493,-80.432566,270010
10006,43.457373,-80.432036,270011
10006,43.457281,-80.431542,270012
10006,43.456364,-80.431872,270013
10006,43.456359,-80.431875,270014
10006,43.456359,-80.431875,280001
10006,43.456112,-80.431998,280002
10006,43.455870,-80.432149,280003
10006,43.455646,-80.432336,280004
10006,43.455485,-80.432536,280005
10006,43.455333,-80.432735,280006
10006,43.455154,-80.433033,280007
10006,43.454636,-80.433940,280008
10006,43.454427,-80.434358,280009
10006,43.454427,-80.434358,290001
10006,43.454387,-80.434437,290002
10006,43.454075,-80.435095,290003
10006,43.453921,-80.435455,290004
10006,43.453921,-80.435455,300001
10006,43.453826,-80.435678,300002
10006,43.453603,-80.436286,300003
10006,43.453523,-80.436509,300004
10006,43.453338,-80.437154,300005
10006,43.453098,-80.437898,300006
10006,43.452778,-80.438873,300007
10006,43.452778,-80.438873,310001
10006,43.452708,-80.439088,310002
10006,43.452309,-80.440303,310003
10006,43.452202,-80.440600,310004
10006,43.451660,-80.440271,310005
10006,43.451515,-80.440162,310006
10006,43.451238,-80.439865,310007
10006,43.451238,-80.439865,320001
10006,43.450728,-80.439316,320002
10006,43.450017,-80.440278,320003
10006,43.450017,-80.440278,330001
10006,43.449726,-80.440672,330002
10006,43.449521,-80.441119,330003
10006,43.449424,-80.441565,330004
10006,43.449270,-80.442329,330005
10006,43.449270,-80.442329,340001
10006,43.449090,-80.443224,340002
10006,43.448576,-80.442957,340003
10006,43.448549,-80.443069,340004
10006,43.448524,-80.443415,340005
10006,43.448465,-80.444243,340006
10006,43.448682,-80.444365,340007
10006,43.448916,-80.444425,340008
10006,43.448952,-80.444088,340009
10011,43.448952,-80.444088,10001
10011,43.448976,-80.443868,10002
10011,43.449028,-80.443472,10003
10011,43.449090,-80.443224,10004
10011,43.449381,-80.441781,10005
10011,43.449381,-80.441781,20001
10011,43.449424,-80.441565,20002
10011,43.449521,-80.441119,20003
10011,43.449726,-80.440672,20004
10011,43.450383,-80.439784,20005
10011,43.450383,-80.439784,30001
10011,43.450728,-80.439316,30002
10011,43.451515,-80.440162,30003
10011,43.451660,-80.440271,30004
10011,43.452062,-80.440515,30005
10011,43.452062,-80.440515,40001
10011,43.452202,-80.440600,40002
10011,43.452309,-80.440303,40003
10011,43.452708,-80.439088,40004
10011,43.452859,-80.438626,40005
10011,43.452859,-80.438626,50001
10011,43.453098,-80.437898,50002
10011,43.453338,-80.437154,50003
10011,43.453523,-80.436509,50004
10011,43.453603,-80.436286,50005
10011,43.453826,-80.435678,50006
10011,43.454026,-80.435209,50007
10011,43.454026,-80.435209,60001
10011,43.454075,-80.435095,60002
10011,43.454387,-80.434437,60003
10011,43.454636,-80.433940,60004
10011,43.455154,-80.433033,60005
10011,43.455333,-80.432735,60006
10011,43.455432,-80.432605,60007
10011,43.455432,-80.432605,70001
10011,43.455485,-80.432536,70002
10011,43.455646,-80.432336,70003
10011,43.455870,-80.432149,70004
10011,43.456112,-80.431998,70005
10011,43.456364,-80.431872,70006
10011,43.457281,-80.431542,70007
10011,43.457373,-80.432036,70008
10011,43.457435,-80.432307,70009
10011,43.457435,-80.432307,80001
10011,43.457493,-80.432566,80002
10011,43.457584,-80.432850,80003
10011,43.457703,-80.433158,80004
10011,43.457821,-80.433391,80005
10011,43.457948,-80.433600,80006
10011,43.458075,-80.433785,80007
10011,43.458256,-80.434018,80008
10011,43.458573,-80.434373,80009
10011,43.458836,-80.434668,80010
10011,43.459100,-80.434938,80011
10011,43.459100,-80.434938,90001
10011,43.459469,-80.435317,90002
10011,43.459859,-80.435758,90003
10011,43.460094,-80.436003,90004
10011,43.460248,-80.436150,90005
10011,43.460465,-80.436321,90006
10011,43.460718,-80.436504,90007
10011,43.460953,-80.436626,90008
10011,43.461332,-80.436808,90009
10011,43.461584,-80.436904,90010
10011,43.461837,-80.436976,90011
10011,43.461776,-80.437508,90012
10011,43.461706,-80.437855,90013
10011,43.461574,-80.438262,90014
10011,43.461574,-80.438262,100001
10011,43.461573,-80.438264,100002
10011,43.461404,-80.438612,100003
10011,43.461029,-80.439283,100004
10011,43.460966,-80.439407,100005
10011,43.460931,-80.439481,100006
10011,43.460805,-80.439850,100007
10011,43.460805,-80.439850,110001
10011,43.460007,-80.442185,110002
10011,43.460330,-80.442405,110003
10011,43.460330,-80.442405,120001
10011,43.461236,-80.443026,120002
10011,43.461308,-80.443087,120003
10011,43.461308,-80.443087,130001
10011,43.461381,-80.443149,130002
10011,43.461489,-80.443271,130003
10011,43.461617,-80.443505,130004
10011,43.461708,-80.443727,130005
10011,43.461773,-80.444134,130006
10011,43.461765,-80.444418,130007
10011,43.461695,-80.444777,130008
10011,43.461491,-80.445373,130009
10011,43.461231,-80.446133,130010
10011,43.461231,-80.446133,140001
10011,43.461100,-80.446513,140002
10011,43.460585,-80.448039,140003
10011,43.460280,-80.448939,140004
10011,43.460280,-80.448939,150001
10011,43.460257,-80.449006,150002
10011,43.460103,-80.448884,150003
10011,43.459542,-80.448271,150004
10011,43.458628,-80.447290,150005
10011,43.458530,-80.447222,150006
10011,43.458530,-80.447222,160001
10011,43.458329,-80.447083,160002
10011,43.458019,-80.447988,160003
10011,43.457974,-80.448149,160004
10011,43.457832,-80.448546,160005
10011,43.457725,-80.448757,160006
10011,43.457716,-80.448768,160007
10011,43.457716,-80.448768,170001
10011,43.457537,-80.448981,170002
10011,43.457241,-80.449206,170003
10011,43.457479,-80.450057,170004
10011,43.457588,-80.450464,170005
10011,43.457588,-80.450464,180001
10011,43.457663,-80.450748,180002
10011,43.458369,-80.453510,180003
10011,43.458672,-80.454669,180004
10011,43.458721,-80.454895,180005
10011,43.458721,-80.454895,190001
10011,43.458792,-80.455224,190002
10011,43.458830,-80.455681,190003
10011,43.458784,-80.457400,190004
10011,43.458649,-80.457401,190005
10011,43.458505,-80.457489,190006
10011,43.458443,-80.457613,190007
10011,43.458337,-80.457973,190008
10011,43.458249,-80.458258,190009
10011,43.458249,-80.458258,200001
10011,43.457867,-80.459497,200002
10011,43.457556,-80.460489,200003
10011,43.457414,-80.460876,200004
10011,43.457414,-80.460876,210001
10011,43.457396,-80.460923,210002
10011,43.457235,-80.461221,210003
10011,43.457012,-80.461532,210004
10011,43.456761,-80.461781,210005
10011,43.456617,-80.461881,210006
10011,43.456357,-80.462131,210007
10011,43.456214,-80.462305,210008
10011,43.456000,-80.462678,210009
10011,43.455866,-80.463038,210010
10011,43.455572,-80.463872,210011
10011,43.455572,-80.463872,220001
10011,43.455111,-80.465183,220002
10011,43.454747,-80.466249,220003
10011,43.454525,-80.466906,220004
10011,43.454246,-80.467682,220005
10011,43.454246,-80.467682,230001
10011,43.454222,-80.467749,230002
10011,43.454045,-80.468319,230003
10011,43.453810,-80.469001,230004
10011,43.453810,-80.469001,240001
10011,43.453734,-80.469224,240002
10011,43.453408,-80.470186,240003
10011,43.453408,-80.470186,250001
10011,43.453343,-80.470377,250002
10011,43.452908,-80.471679,250003
10011,43.452629,-80.472518,250004
10011,43.452629,-80.472518,260001
10011,43.452562,-80.472720,260002
10011,43.452188,-80.473786,260003
10011,43.451869,-80.474719,260004
10011,43.451869,-80.474719,270001
10011,43.451824,-80.474852,270002
10011,43.451558,-80.475633,270003
10011,43.451433,-80.475980,270004
10011,43.451060,-80.477108,270005
10011,43.451001,-80.477273,270006
10011,43.451001,-80.477273,280001
10011,43.450669,-80.478212,280002
10011,43.450379,-80.479046,280003
10011,43.450379,-80.479046,290001
10011,43.450278,-80.479340,290002
10011,43.450109,-80.479848,290003
10011,43.449787,-80.480759,290004
10011,43.449787,-80.480759,300001
10011,43.449540,-80.481459,300002
10011,43.449307,-80.481659,300003
10011,43.450522,-80.484336,300004
10011,43.450522,-80.484336,310001
10011,43.450598,-80.484503,310002
10011,43.451353,-80.486116,310003
10011,43.450869,-80.486503,310004
10011,43.450321,-80.486940,310005
10011,43.449856,-80.487246,310006
10011,43.449856,-80.487246,320001
10011,43.449693,-80.487353,320002
10011,43.449172,-80.487667,320003
10011,43.449646,-80.488748,320004
10011,43.449646,-80.488748,330001
10011,43.449809,-80.489120,330002
10011,43.450319,-80.490401,330003
10011,43.450402,-80.490634,330004
10011,43.450402,-80.490634,340001
10011,43.450538,-80.491017,340002
10011,43.450793,-80.491707,340003
10011,43.450975,-80.492175,340004
10011,43.451085,-80.492545,340005
10011,43.450582,-80.492809,340006
10011,43.450069,-80.493072,340007
10011,43.449448,-80.491113,340008
10011,43.449045,-80.491450,340009
10011,43.448865,-80.491587,340010
10011,43.448740,-80.491699,340011
10011,43.449104,-80.492586,340012
10011,43.449210,-80.492845,340013
10012,43.448952,-80.444088,10001
10012,43.448976,-80.443868,10002
10012,43.449028,-80.443472,10003
10012,43.449090,-80.443224,10004
10012,43.449381,-80.441781,10005
10012,43.449381,-80.441781,20001
10012,43.449424,-80.441565,20002
10012,43.449521,-80.441119,20003
10012,43.449726,-80.440672,20004
10012,43.450383,-80.439784,20005
10012,43.450383,-80.439784,30001
10012,43.450728,-80.439316,30002
10012,43.451515,-80.440162,30003
10012,43.451660,-80.440271,30004
10012,43.452062,-80.440515,30005
10012,43.452062,-80.440515,40001
10012,43.452202,-80.440600,40002
10012,43.452309,-80.440303,40003
10012,43.452708,-80.439088,40004
10012,43.452859,-80.438626,40005
10012,43.452859,-80.438626,50001
10012,43.453098,-80.437898,50002
10012,43.453338,-80.437154,50003
10012,43.453523,-80.436509,50004
10012,43.453603,-80.436286,50005
10012,43.453826,-80.435678,50006
10012,43.454026,-80.435209,50007
10012,43.454026,-80.435209,60001
10012,43.454075,-80.435095,60002
10012,43.454387,-80.434437,60003
10012,43.454636,-80.433940,60004
10012,43.455154,-80.433033,60005
10012,43.455333,-80.432735,60006
10012,43.455432,-80.432605,60007
10012,43.455432,-80.432605,70001
10012,43.455485,-80.432536,70002
10012,43.455646,-80.432336,70003
10012,43.455870,-80.432149,70004
10012,43.456112,-80.431998,70005
10012,43.456364,-80.431872,70006
10012,43.457281,-80.431542,70007
10012,43.457373,-80.432036,70008
10012,43.457435,-80.432307,70009
10012,43.457435,-80.432307,80001
10012,43.457493,-80.432566,80002
10012,43.457584,-80.432850,80003
10012,43.457703,-80.433158,80004
10012,43.457821,-80.433391,80005
10012,43.457948,-80.433600,80006
10012,43.458075,-80.433785,80007
10012,43.458256,-80.434018,80008
10012,43.458573,-80.434373,80009
10012,43.458836,-80.434668,80010
10012,43.459100,-80.434938,80011
10012,43.459100,-80.434938,90001
10012,43.459469,-80.435317,90002
10012,43.459859,-80.435758,90003
10012,43.460094,-80.436003,90004
10012,43.460248,-80.436150,90005
10012,43.460465,-80.436321,90006
10012,43.460718,-80.436504,90007
10012,43.460953,-80.436626,90008
10012,43.461332,-80.436808,90009
10012,43.461584,-80.436904,90010
10012,43.461837,-80.436976,90011
10012,43.461776,-80.437508,90012
10012,43.461706,-80.437855,90013
10012,43.461574,-80.438262,90014
10012,43.461574,-80.438262,100001
10012,43.461573,-80.438264,100002
10012,43.461404,-80.438612,100003
10012,43.461029,-80.439283,100004
10012,43.460966,-80.439407,100005
10012,43.460931,-80.439481,100006
10012,43.460805,-80.439850,100007
10012,43.460805,-80.439850,110001
10012,43.460007,-80.442185,110002
10012,43.460330,-80.442405,110003
10012,43.460330,-80.442405,120001
10012,43.461236,-80.443026,120002
10012,43.461308,-80.443087,120003
10012,43.461308,-80.443087,130001
10012,43.461381,-80.443149,130002
10012,43.461489,-80.443271,130003
10012,43.461617,-80.443505,130004
10012,43.461708,-80.443727,130005
10012,43.461773,-80.444134,130006
10012,43.461765,-80.444418,130007
10012,43.461695,-80.444777,130008
10012,43.461491,-80.445373,130009
10012,43.461231,-80.446133,130010
10012,43.461231,-80.446133,140001
10012,43.461100,-80.446513,140002
10012,43.460585,-80.448039,140003
10012,43.460280,-80.448939,140004
10012,43.460280,-80.448939,150001
10012,43.460257,-80.449006,150002
10012,43.460103,-80.448884,150003
10012,43.459542,-80.448271,150004
10012,43.458628,-80.447290,150005
10012,43.458530,-80.447222,150006
10012,43.458530,-80.447222,160001
10012,43.458329,-80.447083,160002
10012,43.458019,-80.447988,160003
10012,43.457974,-80.448149,160004
10012,43.457832,-80.448546,160005
10012,43.457725,-80.448757,160006
10012,43.457716,-80.448768,160007
10012,43.457716,-80.448768,170001
10012,43.457537,-80.448981,170002
10012,43.457241,-80.449206,170003
10012,43.457479,-80.450057,170004
10012,43.457588,-80.450464,170005
10012,43.457588,-80.450464,180001
10012,43.457663,-80.450748,180002
10012,43.458369,-80.453510,180003
10012,43.458672,-80.454669,180004
10012,43.458721,-80.454895,180005
10012,43.458721,-80.454895,190001
10012,43.458792,-80.455224,190002
10012,43.458830,-80.455681,190003
10012,43.458784,-80.457400,190004
10012,43.458649,-80.457401,190005
10012,43.458505,-80.457489,190006
10012,43.458443,-80.457613,190007
10012,43.458337,-80.457973,190008
10012,43.458249,-80.458258,190009
10012,43.458249,-80.458258,200001
10012,43.457867,-80.459497,200002
10012,43.457556,-80.460489,200003
10012,43.457414,-80.460876,200004
10012,43.457414,-80.460876,210001
10012,43.457396,-80.460923,210002
10012,43.457235,-80.461221,210003
10012,43.457012,-80.461532,210004
10012,43.456761,-80.461781,210005
10012,43.456617,-80.461881,210006
10012,43.456357,-80.462131,210007
10012,43.456214,-80.462305,210008
10012,43.456000,-80.462678,210009
10012,43.455866,-80.463038,210010
10012,43.455317,-80.462438,210011
10012,43.455317,-80.462438,220001
10012,43.455169,-80.462278,220002
10012,43.454761,-80.463455,220003
10012,43.454064,-80.462720,220004
10012,43.453486,-80.462108,220005
10012,43.453486,-80.462108,230001
10012,43.453358,-80.461972,230002
10012,43.453011,-80.462964,230003
10012,43.452507,-80.464394,230004
10012,43.452507,-80.464394,240001
10012,43.452425,-80.464625,240002
10012,43.453122,-80.465386,240003
10012,43.453819,-80.466146,240004
10012,43.454525,-80.466906,240005
10012,43.454246,-80.467682,240006
10012,43.454246,-80.467682,250001
10012,43.454222,-80.467749,250002
10012,43.454045,-80.468319,250003
10012,43.453810,-80.469001,250004
10012,43.453810,-80.469001,260001
10012,43.453734,-80.469224,260002
10012,43.453408,-80.470186,260003
10012,43.453408,-80.470186,270001
10012,43.453343,-80.470377,270002
10012,43.452908,-80.471679,270003
10012,43.452629,-80.472518,270004
10012,43.452629,-80.472518,280001
10012,43.452562,-80.472720,280002
10012,43.452188,-80.473786,280003
10012,43.451869,-80.474719,280004
10012,43.451869,-80.474719,290001
10012,43.451824,-80.474852,290002
10012,43.451558,-80.475633,290003
10012,43.451433,-80.475980,290004
10012,43.451060,-80.477108,290005
10012,43.451001,-80.477273,290006
10012,43.451001,-80.477273,300001
10012,43.450669,-80.478212,300002
10012,43.450379,-80.479046,300003
10012,43.450379,-80.479046,310001
10012,43.450278,-80.479340,310002
10012,43.450109,-80.479848,310003
10012,43.449787,-80.480759,310004
10012,43.449787,-80.480759,320001
10012,43.449540,-80.481459,320002
10012,43.449307,-80.481659,320003
10012,43.450522,-80.484336,320004
10012,43.450522,-80.484336,330001
10012,43.450598,-80.484503,330002
10012,43.451353,-80.486116,330003
10012,43.450869,-80.486503,330004
